Date,CROX,NFLX,TIF,TSLA
2019-08-14,23.96,299.11,82.73,219.62
2019-08-15,23.57,295.76,80.57,215.64
2019-08-16,24.27,302.8,80.8,219.94
2019-08-19,24.18,309.38,82.09,226.83
2019-08-20,23.84,298.99,82.26,225.86
2019-08-21,24.41,297.81,84.53,220.83
2019-08-22,24.55,296.93,85.34,222.15
2019-08-23,23.13,291.44,81.32,211.4
2019-08-26,23.34,294.98,83.08,215
2019-08-27,22.56,291.03,82.67,214.08
2019-08-28,22.95,291.77,85.17,215.59
2019-08-29,22.9,296.78,85.54,221.71
2019-08-30,22.3,293.75,84.87,225.61
2019-09-03,23.28,289.29,82.49,225.01
2019-09-04,23.89,291.52,84.53,220.68
2019-09-05,24.6,293.25,88.19,229.58
2019-09-06,24.53,290.17,88.22,227.45
2019-09-09,25.74,294.34,91.28,231.79
2019-09-10,26.46,287.99,94.01,235.54
2019-09-11,27.4,288.27,95.05,247.1
2019-09-12,28.05,288.86,96.61,245.87
2019-09-13,28.56,294.15,98.28,245.2
2019-09-16,28.4,294.29,96.4,242.81
2019-09-17,28.79,298.6,95.26,244.79
2019-09-18,28.4,291.56,93.42,243.49
2019-09-19,27.69,286.6,91.34,246.6
2019-09-20,27.01,270.75,91.3,240.62
2019-09-23,27.8,265.92,91.78,241.23
2019-09-24,27.06,254.59,90.84,223.21
2019-09-25,27.99,264.75,92.02,228.7
2019-09-26,27.95,263.31,90.83,242.56
2019-09-27,27.495,263.08,91.88,242.13
2019-09-30,27.76,267.62,92.63,240.87
2019-10-01,28.59,269.58,90.88,244.69
2019-10-02,28.295,268.03,88.6,243.13
2019-10-03,28.76,268.15,89.19,233.03
2019-10-04,28.795,272.79,88.06,231.43
2019-10-07,28.98,274.46,89.02,237.72
2019-10-08,30.33,270.72,86.63,240.05
2019-10-09,30.495,267.53,88.51,244.53
2019-10-10,30.155,280.48,88.03,244.74
2019-10-11,30.855,282.93,91.88,247.89
2019-10-14,31.18,285.53,90.26,256.96
2019-10-15,31.625,284.25,91.04,257.89
2019-10-16,31.675,286.28,91.4,259.75
2019-10-17,32.74,293.35,91.58,261.97
2019-10-18,32.79,275.3,88.49,256.95
2019-10-21,32.85,278.05,89.57,253.5
2019-10-22,33.07,266.69,90.96,255.58
2019-10-23,33.32,271.27,92.43,254.68
2019-10-24,33.31,271.5,97.67,299.68
2019-10-25,33.7,276.82,98.55,328.13
2019-10-28,34.33,281.86,129.72,327.71
2019-10-29,33.325,281.21,126.8,316.22
2019-10-30,38.53,291.45,123.89,315.01
2019-10-31,34.99,287.41,124.51,314.92
2019-11-01,36.02,286.81,127,313.31
2019-11-04,35.78,292.86,127.64,317.47
2019-11-05,35.42,288.03,124.3,317.22
2019-11-06,35.07,288.59,124.69,326.58
2019-11-07,35.52,289.57,125,335.54
2019-11-08,35.56,291.57,125.67,337.14
2019-11-11,35.5,294.18,125.57,345.09
2019-11-12,35.38,292.01,124.15,349.93
2019-11-13,35.51,283.11,122.56,346.11
2019-11-14,36.08,289.62,123.01,349.35
2019-11-15,36.66,295.03,125.08,352.17
2019-11-18,35.47,302.57,124.58,349.99
2019-11-19,34.8,302.6,123.5,359.52
2019-11-20,34.73,305.16,123.33,352.22
2019-11-21,34.41,311.69,126.5,354.83
2019-11-22,34.21,310.48,125.51,333.04
2019-11-25,35.06,315.55,133.25,336.34
2019-11-26,35.48,312.49,133.22,328.92
2019-11-27,35.285,315.93,133.52,331.29
2019-11-29,34.9,314.66,133.8,329.94
